text,sentiment
"I bought this unit as a gift as it was loaded with features compared to the competition.  Ultimately, I wanted a record player as we already have cd players, radios, etc around the house but having everything combined and compact was great.........as a concept online.  The main feature just doesn't work - it skips the first track on all albums from new albums from 2015 to original Beatles vinyl.  We couldn't adjust to get the very cheap arm/cartridge to not skip track 1, nor skip throughout on other tracks.  The quality is the killer - so it had to go back being we couldn't even listen to 1 album.  I love the styling so do not have the heart to give this 1 star so an additional star for aesthetics and to Amazon for superior customer return service.",positive
Great so far: hopefully it ( the charger will last over 6 months before no charging the batteries) Batteries hold a good charge so far so good.<br /><br />All in all great!<br />Cons: none..,positive
Got the wrong cable. I need an HDMI TO RCA cable. The cable I got is useless to me.,negative
"I get CBS, NBC, FOX, and WPIX. Would love to get ABC, and CW. The towers are less than 10 miles away so I'm not sure why it doesn't want to pick those stations up.",positive
They are too small for what I need.  The picture was decieving,positive
"Music is not one of the things you will want to hear from this sound bar. There is no awesome bass, just more of a surround sound effect. I am not thrilled with it, but whatever. My flat screen tv is louder and life goes on.",negative
"It's good for listening to cassette's and DVD's, the radio however has trouble picking up stations.  Like most radio's with an antenna you have to move it around, etc.",positive
"Arrived yesterday, does not work at all.  The Bluetooth simply does not do the pairing, it kept blinking Blue light...  I think I will return this.  Manual is not good at all.",positive
Wow i waited 2 weeks to find out i got the wrong part wow!!!,negative
"This thing was GREAT while it worked.  Had it only hooked up to 1 Polk Monitor 70 and it was fantastic sound.  Then after hooking up my second speaker after it came in... I starting to crank up the volume -- then the unit shut down on me.  Turned it back on and it went into diagnostic mode, came back with some kind of NG: LR error message.  Shipped it back to the Amazon retailer I bought it from (One Call) but they don't have any in stock to ship a replacement back... so the wait continues.  Frustrating to say the least.  If the wait is much longer, I'll ask for a refund and going with a different brand.  Which is unfortunate, I really enjoyed having it..",positive
